Ciudades,TA,LPI,AREA_MN,AREA_AM,AREA_MD,GYRATE_MN,GYRATE_AM,GYRATE_MD,PRD,SHDI,SIDI,MSIDI,SHEI,SIEI,MSIEI,NP,DIVISION,SPLIT,MESH,PAFRAC,SHAPE_MN,SHAPE_MD,PARA_MN,PARA_MD,FRAC_MD,SQUARE_MN,SQUARE_MD,IJI,RNMDP_2020,PobT,PobH,PobM,Vehiculos,T_Viviendas,T_Viv_Prin,T_Viv_Sec,Viv_vacias,T_viv_col,COM,ED_SING,EQUIP,IND,OCIO,OFI,RES_PLU,RES_UNI
Madrid,0.000128792,5.07E-07,1.33E-08,3.07E-07,4.49E-09,1.43E-06,5.61E-06,1.07E-06,1.16E-08,1.33E-07,1.57E-07,3.06E-07,1.61E-07,1.79E-07,1.47E-07,0.024651813,2.00E-07,0.000128841,0.042903494,2.08E-07,2.51E-07,2.41E-07,6.04E-08,5.49E-08,2.14E-07,7.03E-08,1.01E-07,2.05E-06,0.003416264,0.667818642,0.311186429,0.356632213,0.403068091,0.306698765,0.264451761,0.011480001,0.030660264,0.000106739,1.58E-07,2.80E-06,5.43E-06,2.74E-06,1.82E-07,6.18E-07,6.19E-06,1.91E-06
Málaga,0.000722473,2.84E-06,7.48E-08,1.72E-06,2.52E-08,8.03E-06,3.15E-05,6.03E-06,2.60E-07,7.60E-07,8.72E-07,1.68E-06,8.89E-07,9.97E-07,8.09E-07,0.051954633,1.12E-06,0.001365734,0.031935212,1.17E-06,1.39E-06,1.34E-06,3.77E-07,3.53E-07,1.20E-06,5.86E-07,5.63E-07,1.14E-05,0.012633666,0.64983733,0.312065937,0.337771393,0.472004378,0.286168382,0.237437884,0.016727307,0.031915566,8.76E-05,2.09E-06,5.74E-06,2.03E-05,2.06E-05,1.13E-06,1.51E-06,2.38E-05,3.71E-05
Marbella,0.01258864,8.49E-06,7.08E-07,2.15E-05,2.53E-07,4.05E-05,0.000195642,3.36E-05,1.00E-06,3.97E-06,2.64E-06,4.35E-06,2.55E-06,3.02E-06,2.09E-06,0.07062798,3.97E-06,0.002323209,0.215270406,4.19E-06,4.97E-06,4.71E-06,9.83E-07,6.73E-07,4.20E-06,8.39E-07,1.98E-06,4.25E-05,0.039699933,0.586512575,0.281403516,0.305109059,0.511260286,0.344503088,0.193835626,0.10420984,0.046394057,6.36E-05,2.47E-06,3.91E-06,7.77E-05,2.04E-05,1.06E-05,7.74E-07,8.33E-05,0.000198081
Mataró,0.003045146,2.68E-05,2.64E-07,1.26E-05,7.81E-08,2.85E-05,0.000152321,2.16E-05,6.89E-06,3.26E-06,4.06E-06,8.07E-06,4.17E-06,4.64E-06,3.88E-06,0.059195731,5.10E-06,0.001236655,0.126136957,5.20E-06,6.92E-06,6.72E-06,1.89E-06,2.06E-06,5.66E-06,3.24E-06,3.30E-06,8.55E-05,0.06249975,0.664189829,0.330278984,0.333910844,0.42231513,0.278300871,0.241172915,0.006515833,0.030514795,9.73E-05,5.32E-06,2.06E-05,8.85E-05,9.81E-05,3.13E-05,2.39E-06,0.000136179,0.00012992
Melilla,0.002886193,4.39E-05,3.01E-07,2.46E-05,6.76E-08,3.10E-05,0.00029431,2.25E-05,1.44E-05,4.60E-06,5.70E-06,1.13E-05,5.71E-06,6.52E-06,5.44E-06,0.069030234,7.14E-06,0.000844657,0.245935002,7.71E-06,8.63E-06,8.33E-06,3.20E-06,3.15E-06,7.68E-06,3.46E-06,3.21E-06,6.63E-05,0.083957635,0.626720532,0.317851442,0.308869091,0.520753258,0.188902879,0.177530992,0.001439479,0.009838842,9.36E-05,7.32E-06,0.000203245,0.000103043,0.000101071,3.91E-06,1.61E-06,0.000135277,0.000164262
Móstoles,0.002835478,1.42E-05,3.53E-07,1.48E-05,9.36E-08,2.59E-05,0.000146381,1.89E-05,2.91E-06,2.07E-06,2.54E-06,5.01E-06,2.55E-06,2.90E-06,2.41E-06,0.025810529,3.20E-06,0.000616178,0.147874409,3.27E-06,4.17E-06,4.06E-06,9.12E-07,8.50E-07,3.47E-06,1.84E-06,1.83E-06,2.44E-05,0.038767209,0.675820036,0.328759684,0.347060352,0.40881667,0.255788383,0.24085221,0.005298999,0.009614679,1.93E-05,2.15E-06,2.96E-05,7.74E-05,8.61E-05,1.58E-06,3.42E-06,6.58E-05,5.53E-05
Murcia,0.001193261,5.99E-06,1.49E-07,6.22E-06,3.94E-08,1.09E-05,6.16E-05,7.96E-06,2.55E-07,9.94E-07,1.02E-06,1.90E-06,1.02E-06,1.17E-06,9.12E-07,0.078013145,1.35E-06,0.000770519,0.100662004,1.42E-06,1.71E-06,1.65E-06,4.30E-07,4.15E-07,1.45E-06,-0.207793431,7.19E-07,1.55E-05,0.015927729,0.621263917,0.304177969,0.317085948,0.484442049,0.280767805,0.212202029,0.019758876,0.04874334,6.36E-05,1.40E-06,1.01E-05,1.86E-05,3.02E-05,7.32E-07,4.68E-07,2.24E-05,5.13E-05
Ourense,0.006243119,7.82E-06,3.69E-07,7.60E-06,1.38E-07,3.82E-05,0.000147365,2.92E-05,4.34E-06,7.03E-06,3.62E-06,5.66E-06,3.51E-06,4.14E-06,2.72E-06,0.098441341,5.81E-06,0.004779686,0.076011983,6.38E-06,7.45E-06,7.13E-06,1.90E-06,1.70E-06,6.27E-06,3.28E-06,3.16E-06,3.77E-05,0.075867804,0.614781189,0.278697935,0.336083254,0.427675136,0.390506488,0.254919777,0.050669707,0.084736603,0.000186222,1.52E-06,1.43E-05,5.78E-05,7.59E-05,1.04E-06,1.81E-06,9.99E-05,0.000329597
Oviedo,0.002870793,1.03E-05,3.39E-07,8.75E-06,9.64E-08,2.39E-05,0.000108639,1.71E-05,2.38E-06,2.24E-06,2.16E-06,3.91E-06,2.06E-06,2.47E-06,1.88E-06,0.024750347,2.92E-06,0.000959159,0.087542651,3.09E-06,3.67E-06,3.52E-06,7.78E-07,7.12E-07,3.12E-06,1.58E-06,1.51E-06,2.70E-05,0.042869987,0.643210672,0.297603759,0.345606913,0.389752148,0.361895578,0.286114825,0.021301911,0.054350146,0.00013162,1.48E-06,5.25E-06,6.70E-05,6.07E-05,1.22E-06,1.51E-06,0.000110561,4.47E-05
Palencia,0.004858635,2.94E-05,8.05E-07,2.88E-05,1.65E-07,5.70E-05,0.000432376,3.77E-05,9.96E-06,5.74E-06,5.84E-06,1.08E-05,5.69E-06,6.67E-06,5.19E-06,0.046956439,7.73E-06,0.001310582,0.288352765,8.12E-06,9.69E-06,9.34E-06,2.30E-06,2.31E-06,8.31E-06,4.28E-06,4.04E-06,7.45E-05,0.106264515,0.607812489,0.286817741,0.320994748,0.398869168,0.346981408,0.254274136,0.036907124,0.055512358,0.00028779,8.51E-06,3.20E-05,0.000157406,0.000289382,1.63E-06,1.67E-06,0.000143688,0.000143543
Palma de Mallorca,0.004342702,4.83E-06,1.24E-07,7.27E-06,4.16E-08,1.05E-05,5.47E-05,7.72E-06,4.00E-07,1.01E-06,1.14E-06,2.19E-06,1.17E-06,1.30E-06,1.05E-06,0.051728834,1.47E-06,0.000880855,0.072655536,1.51E-06,1.85E-06,1.79E-06,3.98E-07,3.87E-07,1.58E-06,7.85E-07,7.81E-07,2.30E-05,0.019155334,0.622772362,0.304548885,0.318223477,0.53091135,0.268575527,0.234786214,0.009610089,0.02409375,8.55E-05,1.37E-06,9.20E-06,2.36E-05,2.02E-05,4.46E-06,1.20E-06,3.94E-05,4.80E-05
Parla,0.001890087,5.97E-05,2.89E-07,8.27E-05,5.97E-08,2.05E-05,0.000325795,1.63E-05,3.77E-06,2.02E-06,2.32E-06,4.47E-06,2.36E-06,2.65E-06,2.15E-06,0.019521343,2.85E-06,6.82E-05,0.826911949,3.11E-06,3.88E-06,3.82E-06,9.82E-07,1.01E-06,3.26E-06,1.27E-06,1.82E-06,2.36E-05,0.029261119,0.398432393,0.19856847,0.199863923,0.199980335,0.140580531,0.130476594,0.001719311,0.008372686,1.19E-05,6.97E-06,1.59E-05,5.69E-05,9.63E-05,1.13E-06,5.94E-06,7.25E-05,4.29E-05
Pontevedra,0.004524997,4.95E-05,6.39E-07,2.56E-05,2.68E-07,5.79E-05,0.000285355,4.69E-05,9.90E-06,5.77E-06,5.51E-06,9.96E-06,5.31E-06,6.29E-06,4.79E-06,0.052952622,7.44E-06,0.001321566,0.25619316,8.16E-06,9.70E-06,9.21E-06,2.13E-06,1.82E-06,8.04E-06,3.90E-06,4.11E-06,7.90E-05,0.097622277,0.622980823,0.294385749,0.328595073,0.44178813,0.296061797,0.231548938,0.012914544,0.051523492,7.48E-05,5.10E-06,1.11E-05,0.000104899,0.000177826,8.07E-06,3.21E-06,0.000151401,0.000286593
Sabadell,0.003124602,5.99E-06,1.24E-07,4.50E-06,3.99E-08,1.48E-05,7.98E-05,1.17E-05,2.10E-06,1.93E-06,2.22E-06,4.26E-06,2.19E-06,2.53E-06,2.05E-06,0.072168047,2.86E-06,0.001989515,0.045018235,3.10E-06,4.06E-06,3.90E-06,1.19E-06,1.25E-06,3.22E-06,-0.355412129,1.97E-06,5.16E-05,0.038754101,0.620638898,0.302087069,0.318551829,0.400009968,0.267257107,0.233889024,0.004078926,0.029191698,9.75E-05,3.99E-06,7.21E-06,5.70E-05,6.76E-05,3.12E-06,1.72E-06,7.73E-05,6.88E-05
Salamanca,0.003848438,1.42E-05,4.09E-07,1.76E-05,8.74E-08,2.86E-05,0.000202134,1.97E-05,3.93E-06,3.10E-06,3.29E-06,6.14E-06,3.24E-06,3.76E-06,2.95E-06,0.04090886,4.33E-06,0.000950676,0.17600539,4.57E-06,5.47E-06,5.26E-06,1.36E-06,1.33E-06,4.66E-06,2.39E-06,2.26E-06,4.91E-05,0.057326318,0.629676449,0.285483758,0.344192691,0.34588835,0.402136402,0.280818522,0.064813305,0.056321966,0.000182609,3.31E-06,3.05E-05,0.000127186,0.000113469,4.85E-06,1.83E-06,0.000123018,3.06E-05
San Cristóbal de La Laguna,0.005675843,3.21E-06,2.08E-07,4.02E-06,6.76E-08,2.41E-05,9.64E-05,1.81E-05,2.20E-06,3.68E-06,2.73E-06,4.64E-06,2.69E-06,3.12E-06,2.23E-06,0.1074469,3.94E-06,0.005570168,0.040217952,4.27E-06,4.95E-06,4.76E-06,1.31E-06,1.32E-06,4.23E-06,2.10E-06,2.05E-06,4.87E-05,0.045314545,0.6272084,0.302740313,0.324468087,0.511911084,0.281150682,0.227164762,0.015965276,0.037973281,5.13E-05,3.65E-06,1.54E-05,4.59E-05,6.14E-05,2.11E-06,9.60E-07,7.42E-05,0.000191011
Santa Coloma de Gramenet,0.001579994,5.26E-05,2.37E-07,1.69E-05,1.16E-07,3.12E-05,0.000167764,2.75E-05,1.66E-05,4.87E-06,4.06E-06,7.06E-06,3.95E-06,4.64E-06,3.40E-06,0.038094326,5.66E-06,0.000535094,0.169070798,5.99E-06,7.18E-06,6.92E-06,1.51E-06,1.32E-06,6.10E-06,3.07E-06,2.96E-06,9.36E-05,0.061833853,0.689643001,0.340844872,0.348798129,0.327085566,0.277860116,0.261363835,0.002851492,0.013576078,6.87E-05,1.40E-05,1.25E-05,0.000146464,4.74E-05,1.80E-06,1.59E-06,0.00024711,0.000101795
Santa Cruz de Tenerife,0.003025566,4.59E-06,1.43E-07,2.99E-06,3.92E-08,1.65E-05,7.27E-05,1.21E-05,2.34E-06,2.16E-06,2.23E-06,4.13E-06,2.17E-06,2.55E-06,1.99E-06,0.062945436,2.97E-06,0.003011661,0.029874826,3.12E-06,3.67E-06,3.57E-06,1.11E-06,1.11E-06,3.19E-06,1.58E-06,1.54E-06,2.68E-05,0.037311683,0.62209135,0.29689953,0.325191819,0.524002097,0.286411102,0.233653745,0.015240486,0.037448475,6.84E-05,2.20E-06,8.84E-06,4.32E-05,5.68E-05,1.23E-06,1.80E-06,9.60E-05,8.74E-05
Santander,0.004446797,1.23E-05,4.50E-07,1.44E-05,1.20E-07,3.09E-05,0.000165697,2.14E-05,2.40E-06,2.46E-06,2.84E-06,5.49E-06,2.85E-06,3.25E-06,2.64E-06,0.036138452,3.64E-06,0.001125435,0.144421512,3.91E-06,4.66E-06,4.44E-06,9.99E-07,8.94E-07,3.90E-06,2.03E-06,1.92E-06,4.80E-05,0.051910417,0.633711348,0.29217794,0.341533408,0.427692565,0.337889225,0.268269614,0.030286559,0.039263604,6.58E-05,2.82E-06,2.52E-05,6.95E-05,6.49E-05,3.08E-06,2.55E-06,0.000115618,8.18E-05
Segovia,0.006270614,4.27E-05,1.16E-06,3.23E-05,2.74E-07,8.35E-05,0.000474699,5.64E-05,1.65E-05,7.02E-06,9.14E-06,1.85E-05,9.28E-06,1.04E-05,8.89E-06,0.061261185,1.13E-05,0.00220795,0.32320774,1.21E-05,1.45E-05,1.38E-05,3.45E-06,3.36E-06,1.22E-05,6.23E-06,5.90E-06,0.000136277,0.152965185,0.59243424,0.276864594,0.315569646,0.412770423,0.328827918,0.241880964,0.030146922,0.056583803,0.000216229,7.16E-06,0.0001915,0.000176751,0.000262196,2.52E-05,1.90E-06,0.000290767,0.000182616
Sevilla,0.000512417,3.49E-06,9.52E-08,2.64E-06,2.24E-08,6.82E-06,3.88E-05,4.61E-06,1.99E-07,5.72E-07,7.47E-07,1.51E-06,7.72E-07,8.54E-07,7.28E-07,0.053825523,9.27E-07,0.000333148,0.096851054,9.63E-07,1.18E-06,1.13E-06,4.19E-07,3.62E-07,1.01E-06,3.17E-07,4.77E-07,1.25E-05,0.01161548,0.642985199,0.305046325,0.337938874,0.451450669,0.313685862,0.249639832,0.019168798,0.044804693,7.16E-05,1.36E-06,1.35E-05,2.05E-05,2.17E-05,1.26E-06,1.12E-06,2.22E-05,1.14E-05
Soria,0.005459958,5.75E-05,1.59E-06,3.28E-05,4.75E-07,0.000116939,0.000495147,8.17E-05,3.03E-05,1.08E-05,1.07E-05,1.97E-05,1.06E-05,1.22E-05,9.47E-06,0.049406579,1.43E-05,0.002393233,0.327856082,1.50E-05,1.80E-05,1.74E-05,3.80E-06,3.31E-06,1.53E-05,7.71E-06,7.43E-06,0.000129475,0.209424689,0.572256951,0.269997328,0.302259623,0.425201242,0.339106182,0.229428749,0.052381321,0.057152404,0.000143707,1.47E-05,4.54E-05,0.00023439,0.000545214,9.69E-06,1.36E-05,0.000338855,0.000235195
Tarragona,0.00595883,2.40E-05,6.26E-07,1.04E-05,1.86E-07,3.99E-05,0.000251914,2.98E-05,2.76E-06,2.86E-06,3.62E-06,7.25E-06,3.74E-06,4.14E-06,3.49E-06,0.043174691,4.52E-06,0.000905519,0.29862745,4.80E-06,5.71E-06,5.48E-06,1.20E-06,9.82E-07,4.83E-06,2.49E-06,2.40E-06,6.67E-05,0.062896911,0.619421124,0.30253142,0.316889705,0.42659172,0.29825207,0.237751232,0.025176917,0.035269466,5.45E-05,3.15E-06,5.53E-05,7.06E-05,0.000106145,5.27E-06,1.12E-05,7.14E-05,0.000130838
Terrassa,0.003681991,5.64E-06,1.44E-07,3.84E-06,4.60E-08,1.73E-05,6.99E-05,1.39E-05,1.87E-06,2.10E-06,2.22E-06,4.16E-06,2.20E-06,2.54E-06,2.00E-06,0.074896704,2.93E-06,0.0028184,0.038366448,3.04E-06,4.12E-06,3.96E-06,1.13E-06,1.23E-06,3.29E-06,1.92E-06,1.98E-06,5.21E-05,0.038891779,0.656743333,0.322893103,0.33385023,0.439401045,0.298785075,0.24448401,0.007471169,0.046718299,0.000111598,6.30E-06,1.32E-05,2.90E-05,7.98E-05,1.35E-06,1.30E-06,6.96E-05,9.32E-05
Teruel,0.008014965,7.11E-05,1.35E-06,3.81E-05,3.23E-07,0.000107482,0.000532837,7.40E-05,2.37E-05,1.22E-05,1.12E-05,2.01E-05,1.09E-05,1.28E-05,9.67E-06,0.09160304,1.53E-05,0.003238664,0.381452023,1.60E-05,1.97E-05,1.89E-05,5.03E-06,4.80E-06,1.66E-05,8.66E-06,8.32E-06,0.000142887,0.217177661,0.558588959,0.266454948,0.29213401,0.446146728,0.293197549,0.203736999,0.042464475,0.046641561,0.000339099,9.44E-06,5.14E-05,0.000216678,0.000610917,1.62E-05,1.84E-06,0.000216973,0.000417941
Toledo,0.004516815,3.47E-05,5.78E-07,9.25E-05,5.91E-08,2.31E-05,0.000293364,1.28E-05,1.25E-06,1.95E-06,2.01E-06,3.76E-06,2.03E-06,2.30E-06,1.81E-06,0.020752303,2.60E-06,0.000129778,0.924914275,2.73E-06,3.35E-06,3.23E-06,8.29E-07,7.85E-07,2.85E-06,-0.146639324,1.38E-06,2.89E-05,0.038071135,0.228041476,0.108800108,0.119241368,0.16062373,0.100779817,0.083407835,0.006548044,0.010709666,0.000116929,8.35E-07,4.43E-05,4.55E-05,4.09E-05,4.52E-06,1.72E-06,2.36E-05,0.000104336
Torrejón de Ardoz,0.000222967,7.45E-06,3.77E-08,1.00E-04,2.72E-09,9.23E-07,9.14E-05,6.20E-07,4.44E-08,2.57E-07,5.10E-08,6.82E-08,5.25E-08,5.83E-08,3.28E-08,0.000657528,6.14E-08,2.48E-07,0.999761218,1.16E-07,1.42E-07,1.36E-07,3.16E-08,3.16E-08,1.19E-07,6.22E-08,5.95E-08,1.00E-06,0.001356229,0.014783315,0.00727109,0.007512225,0.009618563,0.005476546,0.004960783,7.36E-05,0.000441431,7.79E-07,3.34E-08,8.02E-06,5.45E-07,1.31E-06,2.61E-08,2.51E-08,8.45E-07,3.30E-07
Valencia,0.001756796,2.04E-06,5.29E-08,3.66E-06,2.02E-08,5.05E-06,3.12E-05,4.05E-06,3.00E-07,7.07E-07,5.77E-07,1.01E-06,5.87E-07,6.59E-07,4.84E-07,0.026981674,8.10E-07,0.000389865,0.036578662,8.46E-07,1.02E-06,9.85E-07,2.49E-07,2.24E-07,8.69E-07,4.42E-07,4.27E-07,1.19E-05,0.011261373,0.649572505,0.308701882,0.340870623,0.41703283,0.340929069,0.267047872,0.02740216,0.046426273,5.20E-05,1.93E-06,4.03E-06,1.69E-05,1.23E-05,7.24E-07,6.79E-07,3.74E-05,7.18E-06
Valladolid,0.005889048,4.87E-06,3.64E-07,2.13E-05,6.15E-08,1.80E-05,0.000158118,1.15E-05,6.16E-07,1.51E-06,1.63E-06,3.07E-06,1.61E-06,1.86E-06,1.47E-06,0.034498959,2.12E-06,0.00058937,0.212840901,2.19E-06,2.69E-06,2.61E-06,6.33E-07,5.51E-07,2.28E-06,1.18E-06,1.15E-06,2.34E-05,0.030347411,0.637461778,0.298738917,0.338722861,0.388356119,0.337106122,0.275103424,0.021854737,0.039954123,0.000193838,1.18E-06,1.38E-05,4.31E-05,7.58E-05,1.70E-06,9.79E-07,4.25E-05,3.39E-05
Vigo,0.005701687,9.07E-06,1.64E-07,1.63E-05,7.92E-08,1.59E-05,8.70E-05,1.36E-05,6.38E-07,1.97E-06,1.47E-06,2.51E-06,1.44E-06,1.69E-06,1.21E-06,0.074148061,2.13E-06,0.000745026,0.163202601,2.37E-06,2.76E-06,2.63E-06,5.94E-07,5.11E-07,2.29E-06,1.21E-06,1.18E-06,2.43E-05,0.028072622,0.632704534,0.298903908,0.333800626,0.458788198,0.306312317,0.244078699,0.022468334,0.039639464,0.000123687,9.15E-07,6.96E-06,3.23E-05,4.40E-05,1.19E-06,8.62E-07,2.52E-05,0.000101822
Zamora,0.004611336,8.34E-05,6.28E-07,5.55E-05,1.51E-07,5.08E-05,0.000436736,3.53E-05,1.21E-05,5.63E-06,6.47E-06,1.24E-05,6.34E-06,7.39E-06,5.98E-06,0.061325263,8.26E-06,0.000694653,0.554779607,8.75E-06,1.05E-05,1.02E-05,2.93E-06,2.76E-06,9.00E-06,4.57E-06,4.42E-06,0.000101333,0.107674392,0.50968999,0.236500902,0.273189088,0.35052678,0.326591709,0.22812697,0.042554952,0.055767713,0.000142073,9.34E-06,3.70E-05,0.000202984,0.000233313,3.55E-06,1.67E-06,0.000179855,0.000168044
Zaragoza,0.004127103,1.55E-06,1.46E-07,6.33E-06,2.85E-08,8.24E-06,6.46E-05,5.30E-06,1.88E-07,7.55E-07,7.31E-07,1.34E-06,7.21E-07,8.36E-07,6.42E-07,0.027835931,9.84E-07,0.000642824,0.063259451,1.03E-06,1.23E-06,1.18E-06,2.66E-07,2.52E-07,1.05E-06,3.61E-08,4.97E-07,1.26E-05,0.014011077,0.671858741,0.321311836,0.350546905,0.370685611,0.322306012,0.273509627,0.013999254,0.034619776,0.000177355,7.49E-07,7.06E-06,1.38E-05,3.91E-05,3.01E-07,2.70E-07,2.31E-05,1.41E-05
