Ciudades,TA,LPI,AREA_MN,AREA_AM,AREA_MD,GYRATE_MN,GYRATE_AM,GYRATE_MD,PRD,SHDI,SIDI,MSIDI,SHEI,SIEI,MSIEI,NP,DIVISION,SPLIT,MESH,PAFRAC,SHAPE_MN,SHAPE_MD,PARA_MN,PARA_MD,FRAC_MD,SQUARE_MN,SQUARE_MD,IJI,RNMDP_2020,PobT,PobH,PobM,Vehiculos,T_Viviendas,T_Viv_Prin,T_Viv_Sec,Viv_vacias,T_viv_col,COM,ED_SING,EQUIP,IND,OCIO,OFI,RES_PLU,RES_UNI
Huelva,-0.320930869,1.690631659,-0.265726977,1.858353878,-0.334320358,-0.54550536,1.261549617,-0.432503965,0.472723087,-0.328810356,0.42278226,0.44740779,0.369098598,0.422765169,0.447403212,-0.108290618,-2.327024185,-0.551227307,1.131913528,-0.238648299,0.145147693,0.393157363,0.653640349,0.229328346,0.449557834,-0.190350902,-0.371539693,-0.233633949,-0.895620247,-0.189403298,-0.16323173,-0.181507778,-0.173524603,-0.136356284,-0.160231485,-0.108567882,-0.069135344,-0.413793103,0.760665964,0.472981447,2.058543432,0.001550715,0.141210749,-0.081826544,0.149993973,-0.621807996
Huesca,-0.658693915,-0.27380433,0.281624423,-0.768340055,1.237772062,0.491636368,-0.624340608,1.06106134,1.707884452,0.864117071,-0.666781975,-0.633361214,-0.387397055,-0.66677943,-0.633357063,-0.53445531,-0.056031245,-0.040284879,-0.596990249,0.183177151,0.695918806,0.528322985,-0.557208778,-0.822827451,0.046108496,0.358316684,0.235397638,0.290632491,0.321269342,-0.969933676,-0.925871345,-0.958563432,-0.883671467,-0.743955511,-0.897666433,-0.307742854,-0.405891372,0.103448276,0.555255187,0.321934354,-0.361461739,1.63672374,-0.647791455,0.507785141,0.019965513,-0.735668113
Jaén,-0.30195883,-0.219483535,-0.560842798,-0.268077484,-0.747228046,-0.584564241,-0.243096155,-0.639368434,0.436448712,-0.622315935,0.752164579,0.825935768,0.532349531,0.752153263,0.825934241,0.09716415,-0.038005107,-0.027738355,-0.267714808,-0.056980289,-0.308560755,0.122080648,0.955332313,0.928783762,0.56262924,-0.078045417,-0.020766239,-0.780059742,-0.274062418,-0.459303323,-0.423638819,-0.453343685,-0.352150362,-0.338314244,-0.416897099,-0.087540613,-0.186219393,-0.344827586,0.191067006,0.387081739,0.750325945,-0.001550715,-0.348000186,0.073670995,-0.088968234,0.034234373
Jerez de la Frontera,1.148158619,0.686106309,-0.157035984,2.258311742,-0.563252426,-0.513687901,0.80962578,-0.686800776,-0.482828905,-0.033337593,0.159370008,0.16399836,0.184094163,0.159361521,0.163997778,1.144451637,-0.198437735,-0.126155963,1.395167835,-0.063180006,0.102038118,0.479828149,0.512606299,0.557601637,0.51933653,-4.165165883,0.17535153,0.201627721,-1.557041699,0.412122923,0.453394099,0.389930334,0.488954604,0.237751196,0.313071291,-0.043587778,0.089392743,0,-0.119998912,1.312876068,-0.744282368,0.022081425,0.075965586,0.090684336,-0.967314006,0.737424956
"Palmas de Gran Canaria, Las",0.537707705,-0.451091633,-0.874271854,-0.532591932,-0.808610889,-1.089743882,-0.768680286,-1.123000129,-0.300553014,-0.206999772,0.285348011,0.297549555,0.334933507,0.285330212,0.297549108,1.848498102,0.676430825,1.387171505,-0.441819558,0.733116479,-1.099145412,-0.793789051,0.833768695,0.924288203,-0.006599498,-0.447632045,-0.733189026,0.9081895,-0.266719119,1.872066693,1.85791018,1.864215619,1.834715726,1.637946838,1.759508362,0.52225021,1.891279097,0.586206897,1.639810268,0.056686547,0.043212561,-0.849513134,-0.270168003,0.886855378,0.840271947,0.371930745
Leganés,0.147859905,4.572562925,1.106109607,7.009006098,0.238269177,0.413737269,2.747942257,0.046108573,-0.086909513,-0.382528453,0.475342619,0.505934564,0.256118588,0.475324826,0.5059284,-0.222634314,-4.32942767,-0.645065494,4.522099965,-0.699221976,0.427574921,0.304250164,-0.41447164,-0.073104616,-0.111135554,0.268128992,-0.007039403,-0.683590092,-0.227380016,0.221152155,0.250808328,0.214984284,-0.03048751,-0.016614162,0.175528302,-0.59453145,-0.495934582,-0.413793103,-0.496972105,2.945790454,0.363329024,0.570442413,-0.258468152,0.121900126,-0.400696336,-0.791296904
León,-0.102838589,0.401412287,0.145716846,0.664184894,0.014005663,-0.126635815,1.445315851,-0.156371524,0.143427856,-0.210686308,0.243389258,0.252686385,0.17612098,0.243399997,0.252687794,-0.103252217,-0.567973562,-0.279278373,0.345905186,1.16942153,-0.665041242,-0.983648687,-0.262682056,-0.124310133,-0.597562585,-0.580732757,-1.052144378,0.175991094,0.742984527,-0.361425485,-0.389378896,-0.29766541,-0.397816228,0.033467099,-0.11241556,0.170335487,0.566370859,0.965517241,1.49648456,-0.5449389,1.085347365,0.469456359,-0.206672045,1.331989723,0.474977374,-0.521503319
Lleida,-0.020915577,-0.401828435,0.503253521,0.05958987,0.210430761,0.198021883,0.275598086,0.087011578,0.055809616,-0.065757424,0.152044523,0.156338917,-0.006584521,0.152025959,0.156341837,-0.167001977,0.017575484,0.013257349,-0.05204255,-0.034261591,-0.078003868,-0.395079893,-0.292478414,-0.235176228,-0.229222579,0.16817683,-0.110976189,0.545905659,0.149750852,-0.219224298,-0.154468791,-0.247158462,-0.222955201,-0.156351817,-0.148742826,-0.22713832,-0.166798309,0.586206897,-0.559489784,0.22300917,0.080284035,0.957840367,-0.68709402,0.236161615,0.132068264,-0.407561859
Logroño,-0.191801645,-0.576102187,1.399510998,-0.452038178,1.842955022,1.293691113,0.224626563,1.311993706,0.257532804,0.364568207,-0.368085301,-0.359487214,-0.519539283,-0.368086745,-0.359485049,-0.427039415,0.270241851,0.272106504,-0.388798724,-0.455434439,-0.2641288,-0.560849052,-1.204213223,-1.136261741,-1.101852259,-0.223274334,-0.653010225,-0.243338946,0.405717283,-0.114303703,-0.105199256,-0.092181441,-0.231053357,0.016614162,-0.017981783,-0.090022999,0.221995075,0.344827586,0.1277516,0.980175064,-0.265334467,0.932537835,-0.747051027,-0.58050871,0.979471023,-0.952534075
Lugo,-0.402131008,-0.388997226,-0.387704806,-0.73637348,0,0.04510973,-0.79403209,0.335050867,0.651999824,-0.355638425,0.50138879,0.535202966,0.546780993,0.501390997,0.53520664,-0.127674463,0.351059036,0.393594154,-0.57594979,2.062751736,2.543679852,2.695249586,0.046604757,0.391192846,1.714461701,0.912527788,3.304647766,0.016262501,-0.013375295,-0.582946713,-0.576303993,-0.546209683,-0.477967499,-0.261212826,-0.481742767,0.336363304,0.289829485,0.034482759,1.38237785,0.496418093,-0.201986165,-0.158026061,-0.048384939,0.389735891,1.164363852,-0.297496209
