Ciudades,TA,LPI,AREA_MN,AREA_AM,AREA_MD,GYRATE_MN,GYRATE_AM,GYRATE_MD,PRD,SHDI,SIDI,MSIDI,SHEI,SIEI,MSIEI,NP,DIVISION,SPLIT,MESH,PAFRAC,SHAPE_MN,SHAPE_MD,PARA_MN,PARA_MD,FRAC_MD,SQUARE_MN,SQUARE_MD,IJI,RNMDP_2020,PobT,PobH,PobM,Vehiculos,T_Viviendas,T_Viv_Prin,T_Viv_Sec,Viv_vacias,T_viv_col,COM,ED_SING,EQUIP,IND,OCIO,OFI,RES_PLU,RES_UNI
Jaén,-0.631303414,-0.265973449,-0.785161859,-0.140380744,-0.962399367,-0.848530365,-0.196774457,-0.793357667,0.386093902,-0.633428658,0.887354165,1.065113767,0.877165547,0.887354975,1.065116028,-0.293499061,0.141302491,-0.378922679,-0.145644621,-0.212842173,-0.541991223,-0.129575986,1.059033385,1.102030357,0.305050629,0.199742097,-0.235138975,-1.247716632,-0.277722008,-0.347717642,-0.352701321,-0.343270405,-0.351123361,-0.349580901,-0.340025197,-0.393010914,-0.369541902,-0.390207318,0.079908468,0.061672023,0.769401567,-0.107608764,-0.49847098,-0.253022874,-0.200185429,-0.098941444
Jerez de la Frontera,0.947937383,-0.039717494,-0.392814916,-0.078594365,-0.76031572,-0.749197936,-0.012888185,-0.848717217,-0.834564782,-0.322718676,0.384020044,0.369810594,0.460345131,0.384016535,0.369810044,0.518806217,0.1310803,-0.48900832,-0.083830013,-0.219848143,-0.1837413,0.13690768,0.517159722,0.618894129,0.264040866,0.199739123,-0.100233704,0.10879195,-1.846713707,-0.113944836,-0.104650671,-0.122102445,-0.066211778,-0.163166741,-0.14117246,-0.362588935,-0.230193626,-0.261861375,-0.346078203,0.636252098,-1.052781089,-0.077666497,-0.160750538,-0.240841418,-1.253204288,0.821808615
"Palmas de Gran Canaria, Las",0.283129861,-0.323839283,-1.089695927,-0.146849814,-1.029823893,-1.556534206,-0.288581897,-1.357817095,-0.592530553,-0.414332524,0.49098632,0.5100936,0.640881955,0.490976331,0.510093959,1.06488422,0.186823784,1.203733731,-0.152116645,0.680004113,-1.231780971,-0.81180106,0.910245826,1.09617887,-0.234161068,0.199741828,-0.72519956,1.085128262,-0.268741679,0.277706384,0.292587699,0.264562697,0.389644445,0.289935072,0.252855521,0.029056134,0.680832137,-0.043673272,2.063878052,-0.143382694,-0.09269035,-1.181989556,-0.436471827,0.32921256,0.913849003,0.343234492
Leganés,-0.141431303,0.931289369,0.834483119,0.037590505,0.120096638,0.550578478,0.325691054,0.006680799,-0.308844983,-0.506931028,0.652308257,0.728982511,0.546549834,0.652300429,0.728978062,-0.541543636,-0.132131552,-1.06943787,0.032407945,-0.938605305,0.10029147,0.00612084,-0.617535561,-0.202042603,-0.333184641,0.199742348,-0.225696574,-1.114413607,-0.220632776,-0.165175531,-0.161947873,-0.16798606,-0.242164936,-0.245479098,-0.178640932,-0.743924895,-0.52613253,-0.415876506,-0.862321053,1.649695408,0.297586261,0.617114899,-0.42715202,-0.218491088,-0.573905645,-1.179883069
León,-0.414452836,-0.110846514,-0.098654088,-0.117580964,-0.126240289,-0.206748595,0.098152227,-0.229639113,-0.002992534,-0.416277321,0.455359691,0.462969048,0.450802175,0.455373459,0.462971097,-0.448947565,0.107534803,-0.660284363,-0.122834425,1.173049218,-0.853022538,-0.953226203,-0.431752987,-0.268692472,-0.793961,0.199741731,-0.944602209,0.073366923,0.966053505,-0.321460484,-0.343011609,-0.302440205,-0.366591983,-0.229272856,-0.257080527,-0.214521832,0.010964398,0.097507265,1.867601836,-0.516772316,1.177849864,0.489164092,-0.385892547,0.647926241,0.47590977,-0.826618299
Lleida,-0.325235123,-0.311531181,0.248735843,-0.132367181,0.089518192,0.248255682,-0.106170521,0.054419785,-0.119336023,-0.339821453,0.37780007,0.361765067,0.232125337,0.377787922,0.361768151,-0.49839365,0.144843887,-0.333066674,-0.137627401,-0.187168982,-0.340828987,-0.514805335,-0.468222184,-0.412997447,-0.445044604,0.199742276,-0.297192494,0.584519709,0.240571244,-0.28331294,-0.276572137,-0.289193599,-0.307360455,-0.290698054,-0.266976539,-0.489633542,-0.359722687,-0.043673272,-0.947935375,-0.040157105,-0.047493894,1.107953776,-0.768584577,-0.136680506,0.064807706,-0.677424598
Logroño,-0.511337463,-0.355072387,1.119557899,-0.144879759,1.882725673,1.783824339,-0.115074072,1.484129045,0.148521213,-0.112807214,-0.063835363,-0.180061911,-0.381820741,-0.063838873,-0.180062585,-0.700085913,0.160942881,-0.043529307,-0.150145693,-0.663113991,-0.503224082,-0.638285648,-1.584138271,-1.585863884,-1.271658053,0.199741991,-0.670046256,-0.506068813,0.553599841,-0.255166459,-0.262637266,-0.24854732,-0.310103583,-0.234726448,-0.231355557,-0.394729098,-0.163150474,-0.133515432,-0.006798295,0.429766314,-0.468861844,1.075895098,-0.816344817,-0.721411855,1.08073004,-1.391005257
Lugo,-0.740395261,-0.308325384,-0.616937452,-0.151833577,-0.141624477,0.033950941,-0.293010274,0.343913044,0.672312486,-0.492745447,0.674423721,0.759726223,0.894438297,0.67443317,0.759732276,-0.467890137,0.166092262,0.092361475,-0.15710269,2.182554115,1.946605428,1.787159952,-0.05320198,0.402293947,1.396143706,0.199742817,2.052343071,-0.147348137,0.041079658,-0.380886785,-0.395879513,-0.367626643,-0.393742014,-0.324630964,-0.357689988,-0.099605588,-0.128853697,-0.249026781,1.711339337,0.129529957,-0.39162945,-0.305865317,-0.259805031,-0.02672219,1.30239176,-0.533305839
Madrid,-0.740395261,-0.308325384,-0.616937452,-0.151833577,-0.141624477,0.033950941,-0.293010274,0.343913044,-1.364229214,-0.512434478,0.697506735,0.791992632,1.023920306,0.697518344,0.791987496,5.689151558,0.182038114,0.80968279,0.032933568,-0.299218403,-0.427622387,-0.57764147,-0.326270251,-0.507731285,-0.621253219,0.199738294,-0.762823894,-0.39297861,2.64986512,7.158258248,7.11069095,7.198834654,7.084286491,7.012509745,7.10397341,4.984099011,6.482954185,6.283781709,-0.616865522,0.643309017,1.663137813,-1.011083112,-0.055713037,3.12369879,0.990938264,-1.048070981
Málaga,-0.740395261,-0.308325384,-0.616937452,-0.151833577,-0.141624477,0.033950941,-0.293010274,0.343913044,-1.06638109,-0.461322261,0.588899078,0.641856884,0.78862282,0.588895568,0.641853906,1.517986214,0.196031413,2.639760754,-0.144605596,0.05827041,-0.948382783,-0.867622929,0.31430686,0.121739703,-0.583327523,0.199741789,-0.857853181,-0.447208353,-1.07889561,0.737193836,0.75982391,0.717149957,0.948668473,0.647888145,0.639668389,0.695206495,0.624735764,0.444041311,1.249705608,-0.325809398,0.019971533,-0.553506696,0.054218405,0.824914573,-0.157563144,0.581021468
Marbella,2.028726129,-0.357851624,1.496780357,-0.114741047,3.768903027,2.105398145,-0.06343481,3.295131039,-1.030343596,0.856645684,-1.321151279,-1.473384297,-1.607645256,-1.321156949,-1.47338299,-0.027271786,0.179051856,0.622381535,-0.119993211,0.467750892,-0.536049236,-1.166985968,-1.349623688,-2.169918449,-1.582732106,0.199735432,-0.951865594,-0.227424628,-1.882635021,-0.26646978,-0.270142189,-0.26319084,-0.174276375,-0.189691938,-0.30777865,1.841437908,-0.161365162,-0.351703535,-0.901425743,-0.777392205,0.286704737,-1.85909661,1.964021236,-0.696923661,-0.183497074,1.743607336
Mataró,-0.79374009,0.031548271,-0.903394069,-0.142974677,-0.823846716,-1.040809114,-0.274443423,-0.756860235,0.847150571,-0.620889618,0.879009033,1.052805744,1.146754055,0.879009843,1.052801195,-0.364981491,0.132496858,-0.4755039,-0.14823974,-1.318955703,2.348410696,2.549669149,0.943541338,1.535056287,2.412218925,0.199744046,2.629951657,2.03240161,-0.466308909,-0.308337729,-0.301779322,-0.314053428,-0.352456398,-0.351141207,-0.317744599,-0.681160615,-0.430148535,-0.313199752,-0.181723684,-0.445485273,-0.131058786,-0.471504601,5.926096419,-0.337231441,0.481177405,0.047977148
Melilla,-1.005851214,0.140501429,-1.085701851,-0.133857799,-1.380716317,-1.881538518,-0.153791797,-1.810623902,1.962082102,-0.613572114,0.870041904,1.039628362,0.831041259,0.870044874,1.039631774,-0.47163523,0.048671062,-0.872174672,-0.139118693,1.214071013,-2.023017175,-1.972194511,2.359229711,2.073916436,-0.704022923,0.199740943,-2.182525124,-0.781446358,-0.810127204,-0.407544638,-0.402876808,-0.411579101,-0.391330219,-0.491135026,-0.448380124,-0.789507328,-0.645795395,-0.390207318,-0.21803658,2.205810616,-0.670272619,-0.977498223,-0.476368892,-0.659431229,-0.439687046,-0.127841394
Móstoles,-0.478069555,-0.070039087,0.202359136,-0.122543124,0.492450953,0.660886358,-0.103378104,0.84421731,0.093073102,-0.598152649,0.826381142,0.975854258,0.830150583,0.826384111,0.975855402,-0.556252625,0.111956762,-0.634309123,-0.12779885,-1.268024148,0.808224471,1.128608027,-0.663600925,-0.661883885,0.363731265,0.199742846,0.823329909,-1.387935253,-0.554187839,-0.120458456,-0.11350429,-0.126555932,-0.179943708,-0.225170199,-0.155317114,-0.64305734,-0.569449829,-0.480049478,-0.820874404,0.122104876,1.111450996,0.286240655,-0.535370318,0.453683526,-0.242499943,-0.516343049
Murcia,-0.478069555,-0.070039087,0.202359136,-0.122543124,0.492450953,0.660886358,-0.103378104,0.84421731,-1.139974168,-0.221413526,0.204331906,0.142264971,0.151805457,0.204339195,0.142259541,2.138911804,0.178190435,0.574386509,-0.100644912,0.152666631,-0.03573966,-0.115342871,-0.025953369,0.012511937,-0.112632137,-2.946439807,-0.122435451,0.071432002,-0.737643123,0.459836152,0.49675346,0.427270429,0.710062582,0.413004808,0.322378215,0.66700805,0.983395486,0.046168888,-0.18176967,-0.066847297,-0.768430915,-0.157692303,-0.479310153,-0.496816676,-0.707385017,0.920710974
Ourense,-0.269275926,-0.457345357,-0.676659294,-0.154017257,-0.026338035,-0.354666877,-0.322168786,0.005457829,-0.183303648,1.713851905,-2.071884866,-2.117152894,-2.194123525,-2.071886217,-2.117150742,-0.074058312,0.188470055,1.378732298,-0.159287371,2.3699638,0.336615272,-0.017318499,0.136730795,-0.230396152,0.114421915,0.199742662,0.176646532,-1.811602625,0.069945,-0.364290565,-0.384318547,-0.346602857,-0.386945837,-0.287457802,-0.336837259,0.070292569,-0.025916383,-0.146350026,-1.527530561,-0.616053998,-1.468034287,-1.076170763,-0.897631406,-0.543478612,-0.631806894,2.212765198
Oviedo,-0.369378741,-0.183978999,0.318452338,-0.137906908,0.855878641,0.729563428,-0.194329517,0.799305725,-0.064181571,-0.100362145,-0.075618758,-0.193781984,-0.569403447,-0.075630907,-0.193779818,-0.532913639,0.153419807,-0.198879956,-0.143169651,0.609898326,-0.427680076,-0.591173159,-1.001250846,-0.994324489,-0.810881694,0.199742138,-0.52918501,-0.776035952,1.109097311,-0.098091765,-0.116281311,-0.082069231,-0.15669647,-0.005177063,-0.022029831,-0.073630677,0.162997783,0.020499699,-1.100768348,-0.688677625,0.892897688,-0.311319064,-0.620494835,-0.274310342,1.807133626,-0.64863556
Palencia,-0.760637605,-0.150897005,0.081476829,-0.131085891,-0.263368479,0.161282135,0.00516806,-0.156205284,0.735450656,-0.211166568,0.146676202,0.071288355,-0.157847562,0.146679172,0.071284908,-0.664534666,0.098174033,-0.70865803,-0.13634552,-0.039398336,-0.683300915,-0.700157321,-0.43612854,-0.148285035,-0.557988158,0.199742369,-0.426601803,-0.646324687,0.470852527,-0.428352813,-0.439142309,-0.418782627,-0.472514474,-0.399590444,-0.4016101,-0.330145563,-0.374709909,-0.082177055,-0.084567225,-0.435043004,0.40817616,1.31693542,-0.86194591,-0.670653482,-0.477740806,-0.430164932
Palma de Mallorca,1.785372334,-0.214215708,-0.288022487,-0.119406902,0.409642241,0.023394917,-0.19434933,0.218695608,-0.997687462,-0.430524188,0.536564907,0.571017259,0.786046221,0.536557079,0.571021704,0.912963702,0.179760135,0.663719103,-0.1246612,-0.788852707,-0.431631786,-0.303851277,-0.925983834,-0.690285007,-0.561238932,0.199742014,-0.162650392,1.621094107,0.04492837,0.374068826,0.405803546,0.346078588,0.717868168,0.28651536,0.336365512,-0.150645784,0.05808723,0.187349425,-0.372442338,-0.201906516,-0.361727596,-1.013461246,2.383849158,0.123276299,0.499328564,0.546074444
Parla,-0.751254668,1.884705408,-0.044383876,0.098086703,-0.373431894,-0.160552799,0.58442397,0.438322355,0.705725949,-0.463446829,0.589140966,0.642199359,0.795461938,0.589152574,0.642204506,-0.63723348,-0.625706416,-1.174326181,0.092931786,-0.072676691,0.913507259,1.603766115,0.185782052,0.48703744,1.40622944,0.199739853,1.74478714,-1.2747363,-2.00451091,-0.299436247,-0.29158696,-0.306289384,-0.411965321,-0.387192743,-0.337379267,-0.751505123,-0.578235442,-0.505718666,2.062672859,-0.302390739,0.195413623,0.825819693,-0.667522411,1.676274683,0.209127524,-0.712652035
Pontevedra,-0.782455636,0.20392448,-0.259571797,-0.13379127,1.127381061,0.438244496,-0.18357876,1.203882824,0.807819301,-0.076129807,-0.109293007,-0.232792515,-0.502618659,-0.109298676,-0.23279505,-0.608086885,0.103399984,-0.682668849,-0.139052141,2.132452215,0.788119785,0.146435392,-0.6436762,-1.003014503,-0.079457573,0.199741789,0.300801993,-0.27545073,0.07635952,-0.416434472,-0.426854739,-0.407191299,-0.442605905,-0.424724825,-0.41178003,-0.635274973,-0.386502363,-0.428711101,-0.799155213,-0.72213548,-0.724420964,-0.014299553,0.139078293,-0.388461111,-0.269546035,0.943662468
Sabadell,-0.250350635,-0.363587528,-1.057591888,-0.151492508,-0.949864103,-1.300466739,-0.294781955,-0.888045883,-0.2035815,-0.472521189,0.545290149,0.582756246,0.361639156,0.54528016,0.582755856,0.374321608,0.184201237,0.971833645,-0.156761468,1.774087655,4.213560177,3.938143158,1.806426556,2.057170716,3.90924197,-2.33904308,3.661086002,2.521914654,0.379766337,-0.10598918,-0.098170956,-0.112849527,-0.132439822,-0.157184738,-0.116589786,-0.665899091,-0.231556101,-0.120680838,0.431788195,-0.609806546,0.345413092,-0.033770144,0.149235991,-0.163278014,0.524391754,-0.04673735
Salamanca,-0.475040729,-0.215685753,-0.096420434,-0.127830373,-0.36412541,-0.347094195,-0.093232653,-0.456518383,0.088214867,-0.306857954,0.242740246,0.190074473,0.0654258,0.242738896,0.190072647,-0.481513592,0.124246363,-0.548281132,-0.13308852,0.324543344,-0.352712962,-0.430078844,-0.12619671,0.006327438,-0.357857182,0.199742369,-0.400671519,-0.001512523,0.164879902,-0.273011356,-0.295881886,-0.252838782,-0.363586871,-0.16090355,-0.215713096,0.69692468,-0.101416275,-0.018004084,-0.66080612,-0.116926236,2.050443157,0.216677844,0.181351873,-0.397943154,0.683280462,-1.220282363
San Cristóbal de La Laguna,0.13117658,-0.523772792,-0.877214891,-0.156760227,-0.645978919,-0.661411919,-0.33201651,-0.395604667,-0.508552975,0.585174849,-0.882435778,-1.057208743,-0.952394083,-0.882432808,-1.057209567,0.485371762,0.198213679,3.265005888,-0.162031594,1.737628959,-0.456841966,-0.579541168,0.233781673,0.466898174,-0.258916961,0.199741999,-0.43202513,0.393064792,-0.92815438,-0.240196315,-0.240928728,-0.239508974,-0.170392845,-0.266874728,-0.256701704,-0.40089435,-0.258006903,-0.390207318,-0.375909698,-0.45730542,-1.157813898,-0.82811026,-0.487825104,-0.63315546,-0.438877412,1.642238384
Santa Coloma de Gramenet,-1.142976003,0.527018743,-1.092043156,-0.13829168,-0.355673604,-1.115054412,-0.279164215,-0.202036014,3.51487476,0.250722812,-0.576240279,-0.745956974,-0.835476967,-0.576248108,-0.745953261,-0.631100211,0.006940019,-0.948606531,-0.143554601,0.07495568,-0.43962174,-0.511619689,-1.033607399,-1.205041468,-0.858393005,0.199742092,-0.4761623,1.898765562,-1.365624674,-0.329812175,-0.326409206,-0.332747564,-0.450003103,-0.38006419,-0.326107837,-0.759388559,-0.598625581,-0.403041912,2.246136087,-0.646615034,1.381323469,-1.548970575,-0.7404793,-0.586792626,2.440379294,-0.477004979
Santa Cruz de Tenerife,-0.330000064,-0.432209169,-0.967299278,-0.156897325,-1.019377839,-1.043681511,-0.331462286,-0.900062816,-0.11359338,-0.251059429,0.152446956,0.07833807,-0.205498723,0.152439127,0.078340738,0.156671992,0.192892014,1.990762032,-0.162168751,0.238443666,-0.980082997,-0.75200444,1.030751918,1.07504057,-0.223825274,0.199742017,-0.478849752,-0.853202911,-0.244366502,-0.123055983,-0.125781907,-0.120635466,0.008796588,-0.141850871,-0.13421378,-0.291739079,-0.118376736,-0.261861375,-0.698312116,-0.559911833,-0.633469164,-0.477703906,-0.626847878,-0.155379889,1.15332218,0.327049177
Santander,-0.1116363,-0.204152543,0.452074042,-0.128756077,0.849516045,0.912888768,-0.105756767,0.80994442,-0.334645665,-0.478331067,0.606539615,0.665961852,0.584021842,0.606553384,0.665968628,-0.455569324,0.149610414,-0.26291362,-0.134014648,1.14576281,0.166489825,-0.338776478,-0.862679169,-0.978133788,-0.615585203,0.199742501,-0.265572558,0.695251656,0.817236631,-0.206500677,-0.22483893,-0.190327939,-0.219276,-0.161147815,-0.164385545,0.027742228,-0.205340208,-0.326034346,-0.64199609,-0.129563676,0.185906829,-0.608750897,-0.130844696,-0.031365425,1.077845651,-0.159237746
Segovia,-0.841397879,-0.155256035,0.060427482,-0.139368292,0.016395819,0.162504561,-0.144918432,-0.047133744,1.029464054,-0.703682421,1.05035204,1.311490243,1.178134476,1.050357169,1.31148938,-0.700031636,0.113124466,-0.627073982,-0.14463171,0.920142937,0.131530171,-0.280324259,-0.307584952,-0.174735661,-0.399117004,0.199742315,-0.436794753,0.256614791,0.329091626,-0.489125635,-0.50158546,-0.478074873,-0.530347469,-0.477934739,-0.468265398,-0.541987644,-0.476425694,-0.313199752,-0.889776753,0.956701318,-0.449080667,-0.086313408,1.443209954,-0.733637228,0.358826392,-0.596863443
Sevilla,-0.841397879,-0.155256035,0.060427482,-0.139368292,0.016395819,0.162504561,-0.144918432,-0.047133744,-1.095654148,-0.710203212,1.05938828,1.325484296,1.397686085,1.059382611,1.325491477,2.149224379,0.158339476,-0.102000131,-0.072260338,-0.40029795,-0.042893121,-0.156200972,2.461200738,1.321389777,0.512016566,0.199738083,-0.563443976,0.797513144,-0.280929268,1.000289582,1.009775675,0.99176414,1.200173229,1.059484828,0.972315449,1.273527291,1.553473698,0.431206716,0.558285036,0.700034554,0.727467823,-0.056606484,0.455714314,0.6341242,0.165707772,-0.859493375
Soria,-1.028951755,-0.123296509,0.214738877,-0.144703227,0.8673693,0.705572895,-0.22339983,0.645276595,2.152068471,-0.16114115,0.063967825,-0.028904007,-0.062099903,0.063968635,-0.028899106,-0.805599842,0.096834045,-0.714928169,-0.149969079,0.07495568,-0.43962174,-0.511619689,-1.033607399,-1.205041468,-0.858393005,0.199742092,-0.4761623,-0.859107772,1.055215339,-0.517630877,-0.529156596,-0.507396947,-0.556091261,-0.504340297,-0.499089903,-0.441322228,-0.523172671,-0.428711101,-0.208478944,-0.539270869,-0.307136867,1.389699737,-0.325877226,0.297822672,0.125921177,-0.574723749
Tarragona,-0.005824834,0.0368546,0.735407329,-0.144703227,1.61967506,1.143984785,0.004337156,1.503265277,-0.417642666,-0.650927749,0.958659256,1.171491754,1.302542813,0.958666545,1.171490328,-0.475814537,0.115842726,-0.609396379,-0.108891093,0.57975422,-0.28991827,-0.547129412,-1.040687155,-1.425162057,-0.881481835,0.199742333,-0.188653311,1.285013749,0.597860032,-0.292414769,-0.290880263,-0.293712772,-0.307915245,-0.294342091,-0.286797705,-0.248986598,-0.344876411,-0.403041912,-0.776630586,0.448030275,-0.445076267,-0.051529766,0.235575372,2.300287994,-0.802572612,0.288100369
Terrassa,-0.070886359,-0.384957375,-0.94657173,-0.154015023,-0.784341642,-0.808268781,-0.338741613,-0.277796938,-0.368122668,-0.308271609,0.258860345,0.210275226,0.123431068,0.258854676,0.210275985,0.392015816,0.191839166,1.821116206,-0.15928513,-0.440582275,3.897134923,3.605403902,1.224478091,1.761948109,3.658182203,0.1997445,3.366894698,2.424754631,0.202084121,-0.089432564,-0.075477024,-0.101696103,-0.093643056,-0.114802248,-0.106956035,-0.552599962,0.037368218,-0.069342461,1.737150905,-0.393203556,-1.481850365,0.321574612,-0.573056834,-0.370745349,0.141559048,0.488562929
Teruel,-0.875390913,-0.046431586,-0.220899302,-0.142856537,-0.284735406,-0.081934638,-0.22216603,-0.197792996,1.178127086,0.015283842,-0.234746427,-0.375641449,-0.530945334,-0.234747777,-0.375642729,-0.669636677,0.120685824,-0.575578403,-0.148121544,-0.208371259,0.209612501,0.070827447,0.133012515,0.07900323,0.15576509,0.199742617,0.082924654,-0.761068342,0.745394002,-0.52597325,-0.536626682,-0.516505357,-0.558568552,-0.527146682,-0.51509953,-0.531274257,-0.567852445,-0.274695969,-0.91865187,-0.520316939,-0.71749001,1.557680771,0.107336312,-0.796663478,-0.997536806,0.169290352
Toledo,0.418012957,1.014952014,2.242877464,0.165905798,-0.161092121,1.085967919,0.597880468,-0.187851087,-0.655601748,-0.22138084,0.253210535,0.203188629,0.371993263,0.253215665,0.203187287,-0.568356332,-0.180198822,-1.091264468,0.160781867,-0.874076638,-0.278178518,-0.269802859,-0.137313993,-0.169344047,-0.140305392,-0.930096989,-0.396386121,-0.151960416,0.896776684,-0.410491609,-0.418906886,-0.403013692,-0.437219819,-0.432925154,-0.409215693,-0.560685538,-0.520682631,0.007665105,-1.434480906,0.939715486,-0.159688888,-0.842389157,0.855570962,-0.101587187,-1.611874032,1.010019805
Torrejón de Ardoz,0.751411321,7.778142666,4.541742446,8.414219442,0.046974266,0.813963589,8.284704253,0.541422807,-0.77826661,6.204470791,-4.907968412,-4.018241857,-4.295593783,-4.907961124,-4.018236638,-0.671482085,-8.371581356,-1.240279095,8.412864415,0.079288319,0.301828685,-0.020387241,-0.659206594,-0.360175483,-0.25966714,0.199742564,-0.035081141,-0.856057504,-0.474647785,-0.300901579,-0.297464489,-0.303872152,-0.337060978,-0.376629523,-0.3323147,-0.742914198,-0.52364249,-0.467214884,-1.459103145,7.001083824,-2.386579747,-1.205755115,-0.83260323,-0.657021947,-1.763554468,-1.502532763
Valencia,0.927362074,-0.31018344,-0.644649901,-0.123455705,0.091702366,-0.593903155,-0.180639719,-0.015267499,-0.82910721,0.334116214,-0.550738385,-0.719185971,-0.288713299,-0.550744055,-0.719187125,0.811900463,0.171930779,0.288240331,-0.128711853,-0.08765656,-0.347203644,-0.35385715,-0.23511604,-0.473177379,-0.400784067,0.19974227,-0.265572558,1.251544717,0.606198909,1.253798936,1.269959615,1.239355247,1.309231824,1.471699652,1.325168325,2.602088435,1.977015406,0.264356991,2.140427002,-0.341170386,0.512865588,-0.864605891,-0.075149398,0.150214361,2.786425517,-1.095327413
Valladolid,1.585735502,-0.33907404,1.354110462,-0.071062081,0.467760282,0.926076357,0.206785553,0.367345009,-0.966982178,-0.32871241,0.359468425,0.338139564,0.24788712,0.359464915,0.338135505,-0.113137545,0.142604193,-0.362724858,-0.076294284,-0.677955584,-0.24024787,-0.021030215,-0.416842307,-0.756649438,-0.285339918,0.199742466,0.03171779,-0.116190701,0.846101973,0.086775308,0.075313206,0.09684534,0.032336632,0.16695008,0.160562674,0.227253806,0.171219613,0.610891036,-1.018448067,-0.175357016,0.407378,1.155940889,-0.182720586,-0.347164009,-0.302384922,-0.604687981
Vigo,1.485939698,-0.091943611,-0.421568475,-0.093401707,1.255487659,0.239725083,-0.154830519,1.294636641,-0.950065078,0.552064264,-0.876492247,-1.051339249,-1.06495325,-0.876491437,-1.051337013,0.89499811,0.156999489,-0.130353815,-0.098644114,2.974366946,0.778312622,0.21421074,-0.760914712,-1.059880178,-0.097128446,0.199742698,0.364356611,0.031767231,0.151409409,0.080781193,0.074900137,0.085941522,0.158778644,0.094064362,0.074913793,0.255149042,0.163279674,0.187349425,-1.236046509,-0.52811496,-0.520433486,-0.324293553,-0.460576389,-0.420490297,-1.263821214,1.597384583
Zamora,-0.840540402,0.62685591,-0.45376716,-0.10309239,-0.561365888,-0.686019415,-0.03085013,-0.75313765,1.025929855,-0.472194332,0.554326389,0.594958892,0.263410328,0.554335838,0.594961126,-0.593920663,-0.018519745,-0.981640607,-0.10833923,0.119019541,-0.262688968,-0.235929798,0.592595747,0.377524236,0.066243779,0.199742317,-0.184416336,0.313288586,-0.028197163,-0.46831979,-0.481822827,-0.456354818,-0.508491058,-0.427162491,-0.43304655,-0.295074379,-0.396509505,-0.338868941,-0.04441759,-0.400939962,1.146185671,0.396952109,-0.613453672,-0.690905777,-0.117460416,-0.315748141
Zaragoza,3.146978657,-0.428122374,0.92939447,-0.105174941,0.474502735,0.859751459,0.112708566,0.350751521,-1.135912759,-0.095565523,7.49E-05,-0.105012478,-0.166038599,8.00E-05,-0.105012224,0.541168222,0.18244011,0.838610675,-0.110422733,0.03116837,-0.678512712,-0.801601147,-0.930922762,-0.801637703,-0.887316557,0.19973186,-0.780885511,0.549239558,0.828782768,0.978116249,1.000270102,0.958448379,0.77935353,1.00868267,1.025659503,0.626276963,0.940735933,1.753169927,-0.663021875,-0.100686983,-0.727238334,1.560569075,-0.751067665,-0.592686148,0.114418786,-0.714722235
